,main_category,location,model,price,page,weekday,region,colour_type
24896,2,4,1,43,1,1,2,2
24897,2,4,1,43,1,1,2,2
24898,4,1,1,43,3,1,2,1
24899,1,1,1,28,1,1,1,4
24900,1,1,1,28,1,1,1,4
24901,1,1,1,43,1,1,1,3
24902,1,1,1,72,1,1,1,3
24903,1,1,1,72,1,1,1,3
24904,1,1,1,43,1,1,1,3
24905,3,2,1,48,1,1,1,3
24906,3,2,1,33,1,1,1,1
25009,3,5,2,20,3,1,2,5
25010,4,5,2,38,1,1,2,2
25011,4,6,2,38,1,1,2,2
25012,4,4,2,33,2,1,2,4
25013,4,4,2,33,2,1,2,4
25014,4,5,1,43,2,1,2,5
25015,4,3,1,43,2,1,2,2
25095,1,1,1,28,1,1,1,4
25096,1,1,1,28,1,1,1,4
25097,1,1,1,43,1,1,1,3
25098,1,6,1,33,1,1,1,1
25099,1,3,1,62,1,1,1,3
25100,1,2,1,43,1,1,1,3
25101,1,2,2,38,1,1,1,3
25102,3,1,2,28,1,1,1,2
25103,3,1,2,28,1,1,1,2
25104,3,1,2,28,1,1,1,2
25105,3,1,1,57,2,1,1,1
25106,3,2,1,28,3,1,1,3
25107,3,3,1,28,2,1,1,1
25108,3,1,2,23,1,1,1,1
25109,3,1,1,43,1,1,1,3
25110,1,4,1,62,1,1,1,3
25111,1,5,2,33,1,1,1,1
25112,1,1,1,28,1,1,1,4
25117,2,2,1,52,1,1,1,4
25118,2,4,1,38,1,1,1,2
25119,2,3,1,48,1,1,1,1
25120,2,5,1,62,1,1,1,2
25121,2,4,1,43,1,1,1,2
25122,1,1,1,62,2,1,1,1
25123,1,6,2,33,2,1,1,1
25124,1,5,1,38,2,1,1,1
25125,1,5,2,33,1,1,1,1
25126,1,4,1,38,1,1,1,2
25127,1,4,1,38,1,1,1,3
25128,1,2,1,43,1,1,1,3
25129,1,2,2,38,1,1,1,3
25130,1,2,1,43,1,1,1,3
25131,2,2,1,52,1,1,1,4
25132,1,3,1,82,1,1,1,3
25133,1,3,1,43,1,1,1,3
25134,1,1,1,72,1,1,1,3
25137,1,3,1,43,1,1,1,3
25138,1,1,1,43,1,1,1,3
25139,1,1,1,72,1,1,1,3
25140,1,1,1,72,1,1,1,3
25141,3,6,1,50,2,1,1,5
25142,3,5,2,26,3,1,1,2
25143,3,2,1,28,3,1,1,4
25144,3,2,1,28,3,1,1,3
25145,3,2,2,28,3,1,1,1
25146,3,1,1,57,2,1,1,1
25147,3,2,1,33,2,1,1,3
25148,3,2,1,33,2,1,1,3
25149,3,3,1,48,1,1,1,4
25150,1,5,1,38,2,1,1,1
25151,1,4,1,62,1,1,1,3
25152,1,6,1,38,1,1,1,2
25153,1,2,1,43,1,1,1,3
25154,1,4,1,38,1,1,1,2
25155,1,4,1,38,1,1,1,3
25156,1,3,1,62,1,1,1,3
25157,1,4,1,62,1,1,1,3
25158,1,2,1,43,1,1,1,3
25159,1,3,1,82,1,1,1,3
25160,1,4,1,38,1,1,1,3
25161,1,4,1,62,1,1,1,3
25162,1,5,2,62,2,1,1,1
25163,1,4,2,43,2,1,1,1
25164,1,1,1,62,2,1,1,1
25165,1,5,1,38,2,1,1,2
25166,1,5,1,38,2,1,1,1
25167,1,5,2,62,2,1,1,1
25168,3,1,1,43,1,1,1,3
25169,3,6,1,43,2,1,1,1
25170,3,6,1,48,2,1,1,3
25171,3,6,1,50,2,1,1,5
25172,3,2,1,28,3,1,1,4
25173,3,5,1,23,1,1,1,5
25174,3,6,1,48,1,1,1,1
25175,3,3,1,48,1,1,1,1
25176,3,1,1,57,2,1,1,1
25177,3,4,2,52,2,1,1,1
25178,3,5,1,48,2,1,1,1
25179,3,2,1,28,3,1,1,3
25180,3,2,1,33,2,1,1,3
25181,3,2,1,43,2,1,1,3
25182,3,2,1,43,2,1,1,3
25183,3,4,1,28,3,1,1,1
25184,3,1,1,38,3,1,1,4
25185,3,4,1,48,3,1,1,2
25186,3,5,1,20,3,1,1,1
25187,3,2,1,28,3,1,1,4
25188,3,2,1,28,3,1,1,4
25189,3,2,2,28,3,1,1,1
25190,3,6,1,50,2,1,1,5
25191,3,3,1,28,2,1,1,1
25192,3,2,1,48,1,1,1,3
25193,3,3,1,48,1,1,1,4
25194,3,6,1,48,1,1,1,5
25195,3,1,2,28,1,1,1,2
25196,3,4,2,28,1,1,1,5
25197,3,4,2,18,3,1,1,4
25198,3,6,1,50,2,1,1,5
25199,1,5,2,62,2,1,1,1
25200,1,5,2,62,2,1,1,1
25201,1,5,2,62,2,1,1,1
25202,1,1,1,62,2,1,1,1
25203,1,5,1,38,2,1,1,1
25204,1,5,2,62,2,1,1,1
25205,3,6,1,50,2,1,1,5
25355,1,5,2,33,1,1,1,1
25356,3,2,2,52,4,1,1,4
25357,3,4,1,43,1,1,1,1
25358,1,2,1,62,2,1,1,2
25359,1,4,1,60,2,1,1,2
25360,2,2,1,52,1,1,1,2
25361,2,1,2,57,1,1,1,3
25362,3,3,1,55,3,1,1,3
25363,1,2,1,28,3,1,1,1
25364,1,2,1,43,3,1,1,2
25365,1,3,1,82,1,1,1,3
25405,1,4,1,38,1,1,1,2
25406,1,4,1,38,1,1,1,2
25407,3,6,1,28,1,1,1,4
25408,3,6,1,28,1,1,1,4
25409,3,2,1,28,3,1,1,4
25410,3,2,1,28,3,1,1,4
25411,3,5,1,20,3,1,1,1
25412,3,5,1,20,3,1,1,1
25413,3,2,1,33,2,1,1,3
25414,3,2,1,33,2,1,1,3
25415,3,2,1,48,1,1,1,3
25416,3,2,1,33,2,1,1,3
25417,3,6,1,57,3,1,1,1
25418,3,2,1,28,3,1,1,4
25419,3,4,1,28,3,1,1,1
25420,3,2,1,48,1,1,1,3
25430,2,3,1,57,2,1,1,4
25431,3,4,1,43,1,1,1,1
25443,1,4,1,38,1,1,1,3
25444,1,2,2,38,1,1,1,3
25445,2,3,1,57,2,1,1,2
25504,1,1,1,43,1,1,4,3
25505,1,2,1,43,1,1,4,3
25506,1,3,1,43,1,1,4,3
25507,1,4,1,38,1,1,4,3
25508,1,4,1,62,1,1,4,3
25509,1,1,1,28,1,1,4,4
25510,1,2,2,38,1,1,4,3
25511,1,3,1,43,1,1,4,3
25512,1,2,1,43,1,1,4,3
25513,1,3,1,43,1,1,4,3
25514,1,5,1,38,2,1,4,1
25515,1,5,2,62,2,1,4,1
25516,1,5,2,62,2,1,4,1
25517,1,5,1,38,2,1,4,1
25518,1,5,2,62,2,1,4,1
25519,3,6,1,43,2,1,4,1
25534,3,5,2,20,3,1,2,5
25535,1,3,1,62,1,1,2,3
25536,1,3,1,43,1,1,2,3
25537,1,3,1,82,1,1,2,3
25538,1,2,1,43,1,1,2,3
25539,1,3,1,62,1,1,2,3
25540,1,3,1,43,1,1,2,3
25541,1,3,1,62,1,1,2,3
25542,1,3,1,43,1,1,2,3
25543,1,3,1,82,1,1,2,3
25544,1,3,1,43,1,1,2,3
25545,1,3,1,62,1,1,2,3
25546,1,3,1,43,1,1,2,3
25549,3,1,1,48,2,1,1,3
25550,3,3,1,55,3,1,1,1
25559,1,1,1,28,1,1,1,4
25560,1,1,1,43,1,1,1,3
25561,1,1,1,72,1,1,1,3
25562,1,1,1,72,1,1,1,3
25563,1,2,2,38,1,1,1,3
25564,1,2,2,38,1,1,1,3
25565,1,4,1,62,1,1,1,3
25566,1,5,1,60,1,1,1,3
25567,1,5,2,33,1,1,1,1
25568,2,3,1,38,2,1,1,1
25569,2,2,1,57,2,1,1,3
25570,2,3,1,57,2,1,1,2
25571,2,3,1,57,2,1,1,2
25572,2,5,1,38,2,1,1,1
25573,2,5,1,57,2,1,1,5
25574,2,2,2,52,1,1,1,1
25575,2,2,2,52,1,1,1,1
25594,3,6,1,48,1,1,1,5
25595,3,4,1,43,1,1,1,1
25596,3,4,1,33,1,1,1,3
25597,3,2,1,48,1,1,1,3
25598,2,1,1,38,2,1,1,4
25599,3,6,1,48,2,1,1,3
25600,3,1,2,48,2,1,1,4
25601,3,3,1,48,2,1,1,3
25602,3,3,1,55,3,1,1,3
25603,3,4,2,18,3,1,1,4
25604,3,6,1,38,3,1,1,1
25605,3,1,2,28,1,1,1,2
25606,3,6,1,48,1,1,1,5
25607,3,6,1,48,1,1,1,5
25608,3,6,1,48,1,1,1,5
25609,3,1,1,48,2,1,1,3
25610,3,1,1,38,3,1,1,4
25611,3,3,1,48,2,1,1,3
25612,2,2,1,52,1,1,1,4
25613,2,3,1,48,1,1,1,1
25614,2,6,1,48,2,1,1,2
25691,3,5,1,33,2,1,5,3
25692,1,1,1,62,2,1,5,1
25693,1,6,1,38,2,1,5,2
25694,3,1,1,43,1,1,5,3
25695,3,2,1,43,2,1,5,3
25696,3,2,1,33,1,1,5,1
25697,2,2,1,52,1,1,5,4
25698,1,2,1,48,2,1,5,2
25734,1,4,1,38,1,1,4,3
25780,3,1,2,28,1,1,1,2
25781,3,1,1,43,1,1,1,3
25782,3,1,2,23,1,1,1,1
25783,3,3,1,48,1,1,1,1
25784,1,2,1,43,1,1,1,3
25785,1,2,1,43,1,1,1,3
25786,3,6,1,48,2,1,1,3
25787,3,5,2,20,3,1,1,5
25788,3,1,2,57,4,1,1,1
25789,2,4,1,67,1,1,1,2
25790,3,2,1,48,1,1,1,3
25791,1,2,2,38,1,1,1,3
25792,1,3,1,43,1,1,1,3
25793,1,1,1,72,1,1,1,3
25794,1,2,1,28,3,1,1,1
25795,1,5,1,38,2,1,1,1
25796,1,4,1,38,2,1,1,1
25797,1,5,1,38,2,1,1,2
25798,3,6,1,48,1,1,1,1
25811,1,1,1,72,1,1,1,3
25812,1,1,1,43,1,1,1,3
25813,1,4,1,38,1,1,1,3
25814,1,3,1,82,1,1,1,3
25815,1,4,1,62,1,1,1,3
25816,1,1,1,72,1,1,1,3
25817,1,3,1,62,1,1,1,3
25818,2,2,1,52,1,1,1,4
25819,2,1,2,57,1,1,1,3
25845,2,2,1,57,2,1,4,3
25846,2,4,1,38,2,1,4,5
25847,2,2,1,38,2,1,4,3
25848,2,2,1,52,1,1,4,4
25849,1,4,1,38,1,1,1,2
25850,1,4,1,38,1,1,1,3
25851,1,4,1,38,1,1,1,2
25852,2,2,1,52,1,1,1,4
25853,3,4,1,43,1,1,1,1
25854,3,6,1,48,2,1,1,3
25855,2,1,1,57,1,1,1,2
25856,2,5,2,62,1,1,1,3
25857,2,4,1,43,1,1,1,2
25858,2,5,1,62,1,1,1,2
25859,2,4,1,67,1,1,1,2
25860,2,2,1,52,1,1,1,4
25861,2,2,1,52,1,1,1,4
25864,1,4,1,38,1,1,2,3
25865,4,2,2,38,4,1,2,5
25866,3,3,1,48,1,1,2,4
25867,1,2,1,43,1,1,2,3
25868,1,2,1,43,1,1,2,3
25869,1,4,1,38,1,1,2,3
25870,1,2,1,43,1,1,2,3
25871,1,4,1,38,1,1,2,3
25872,1,2,1,43,1,1,2,3
25873,1,4,1,38,1,1,2,2
25874,3,6,1,48,2,1,2,3
25875,4,2,2,38,4,1,2,5
25876,1,4,1,38,2,1,2,1
25877,1,5,2,62,2,1,2,1
25878,1,5,1,38,2,1,2,1
25879,1,5,2,62,2,1,2,1
25880,1,1,1,62,2,1,2,1
25881,1,2,1,62,2,1,2,2
25882,1,5,1,28,1,1,2,1
25883,1,1,1,62,2,1,2,1
25884,3,6,1,48,2,1,2,3
25885,1,1,1,62,2,1,2,1
25886,2,2,1,52,1,1,2,4
25887,3,6,1,48,2,1,2,3
25888,4,2,2,38,4,1,2,5
25889,1,5,1,28,1,1,2,1
25890,1,5,1,60,1,1,2,3
25891,1,1,1,62,2,1,2,1
25892,1,4,1,38,2,1,2,1
25893,1,4,1,38,1,1,2,2
25894,1,1,1,62,2,1,2,1
25895,1,1,1,62,2,1,2,1
25896,1,4,1,38,1,1,2,3
25897,1,4,1,38,1,1,2,3
25898,1,4,1,38,1,1,2,2
25899,1,4,1,38,2,1,2,1
25900,1,2,1,43,1,1,2,3
25901,1,2,2,38,1,1,1,3
25902,3,1,1,43,1,1,1,3
25903,3,1,1,43,1,1,1,3
25973,4,6,2,38,1,1,2,2
25974,4,6,2,38,1,1,2,2
25994,3,1,1,57,2,1,1,1
25995,3,6,1,38,3,1,1,1
26013,1,4,1,38,1,1,1,3
26014,1,2,1,43,1,1,1,3
26015,1,4,1,62,1,1,1,3
26016,1,1,1,72,1,1,1,3
26017,1,3,1,62,1,1,1,3
26018,1,3,1,43,1,1,1,3
26019,1,1,1,28,1,1,1,4
26020,1,3,1,82,1,1,1,3
26021,1,2,1,43,1,1,1,3
26022,1,1,1,43,1,1,1,3
26023,1,4,1,38,1,1,1,2
26259,2,2,1,52,1,1,4,4
26260,2,4,1,67,1,1,4,2
26261,2,4,1,43,1,1,4,2
26262,2,4,1,57,2,1,4,5
26263,2,3,1,57,2,1,4,2
26264,2,5,1,57,2,1,4,5
26333,1,1,1,28,1,1,1,4
26334,1,1,1,43,1,1,1,3
26335,1,1,1,72,1,1,1,3
26336,1,2,2,38,1,1,1,3
26337,1,2,2,38,1,1,1,3
26338,1,2,1,43,1,1,1,3
26339,1,2,1,43,1,1,1,3
26340,1,3,1,43,1,1,1,3
26341,1,3,1,62,1,1,1,3
26342,1,3,1,82,1,1,1,3
26343,1,4,1,62,1,1,1,3
26344,1,4,1,62,1,1,1,3
26345,1,4,1,62,1,1,1,3
26346,1,4,1,38,1,1,1,2
26347,1,4,1,38,1,1,1,2
26348,1,4,1,38,1,1,1,2
26350,3,2,1,48,1,1,1,3
26351,3,5,1,33,1,1,1,1
26352,3,3,1,48,1,1,1,1
26353,3,3,2,48,1,1,1,2
26354,3,3,1,48,1,1,1,4
26355,3,6,1,43,2,1,1,1
26356,3,5,1,20,3,1,1,1
26357,3,2,2,28,3,1,1,1
26358,3,6,1,38,3,1,1,1
26359,3,1,1,77,3,1,1,1
26360,3,1,1,48,2,1,1,3
26361,2,5,1,38,2,1,1,1
26362,2,1,1,67,2,1,1,3
26363,1,1,1,72,1,1,1,3
26364,1,4,1,38,1,1,1,2
26419,1,5,2,33,1,1,2,1
26657,3,1,2,23,1,1,1,1
26665,1,3,1,82,1,1,1,3
26666,1,4,1,38,1,1,1,3
26667,1,4,1,38,1,1,1,3
26668,3,1,2,57,4,1,1,1
26672,1,5,1,28,1,1,1,1
26673,3,6,1,50,2,1,1,5
26674,3,5,2,26,3,1,1,2
26675,3,2,2,28,3,1,1,1
26698,2,2,1,52,1,1,1,4
26702,1,6,1,38,1,1,1,2
26703,1,6,1,33,1,1,1,1
26704,1,4,1,38,2,1,1,1
26705,2,2,1,52,1,1,1,4
26706,2,4,1,43,1,1,1,2
26707,2,5,1,62,1,1,1,2
26708,2,3,1,48,1,1,1,1
26709,2,4,1,38,1,1,1,2
26710,2,6,1,48,2,1,1,2
26711,2,1,1,38,2,1,1,4
26712,2,2,1,38,2,1,1,3
26713,2,4,1,57,2,1,1,5
26714,2,3,1,57,2,1,1,2
26715,3,5,1,33,2,1,1,3
26716,3,1,2,33,4,1,1,4
26717,1,1,1,62,2,1,1,1
26718,1,1,1,62,2,1,1,1
26719,1,4,1,38,1,1,1,2
26720,1,4,1,38,1,1,1,3
26721,1,3,1,82,1,1,1,3
26722,1,3,1,62,1,1,1,3
26723,1,3,1,43,1,1,1,3
26724,1,2,1,43,1,1,1,3
26725,1,2,1,43,1,1,1,3
26726,1,1,1,72,1,1,1,3
26727,1,1,1,43,1,1,1,3
26728,1,1,1,28,1,1,1,4
26729,1,5,1,28,1,1,1,1
26730,1,6,1,33,1,1,1,1
26731,1,5,2,33,1,1,1,1
26749,3,6,1,28,1,1,1,4
26759,1,1,1,28,1,1,3,4
26760,1,1,1,43,1,1,3,3
26790,1,4,1,38,1,1,4,2
26791,2,2,1,52,1,1,4,2
26792,4,4,2,65,1,1,4,2
26794,1,1,1,62,3,1,1,1
26829,1,6,1,62,1,1,1,2
26830,2,1,1,57,1,1,1,2
26831,2,2,1,52,1,1,1,4
26832,1,5,1,38,2,1,1,2
26833,1,6,1,38,2,1,1,2
26834,1,1,1,62,3,1,1,2
26835,1,3,1,62,3,1,1,2
26836,1,2,2,38,3,1,1,2
26837,1,6,1,62,1,1,1,2
26838,1,5,1,38,2,1,1,2
26841,2,2,1,52,1,1,2,4
26842,3,2,1,33,2,1,2,3
26847,1,6,1,33,1,1,1,1
26850,1,4,1,62,1,1,1,3
26851,3,2,1,48,1,1,1,3
26852,3,2,1,28,3,1,1,4
26853,3,1,1,38,3,1,1,4
26894,2,5,2,62,1,1,1,3
26937,1,4,1,38,2,1,1,1
26938,1,5,1,38,2,1,1,1
26939,1,2,2,38,3,1,1,2
26940,2,4,1,67,1,1,1,2
26941,2,5,1,38,2,1,1,1
26942,2,4,1,57,2,1,1,5
26943,3,4,1,33,1,1,1,3
26944,3,6,1,50,2,1,1,5
26945,2,1,1,52,1,1,1,3
26946,1,1,1,43,1,1,1,3
26947,1,1,1,43,1,1,1,3
26948,1,3,1,82,1,1,1,3
26949,1,3,1,82,1,1,1,3
26950,1,2,1,43,1,1,1,3
26951,1,2,1,43,1,1,1,3
26952,3,1,2,33,4,1,1,4
26993,1,1,1,28,1,1,2,4
26994,1,4,1,38,1,1,2,3
26995,1,4,1,38,1,1,2,2
26996,1,2,1,43,1,1,2,3
26997,1,4,1,38,1,1,2,3
26998,1,2,1,43,1,1,2,3
26999,3,2,1,48,1,1,2,3
27000,3,5,1,33,2,1,2,3
27001,3,5,1,33,2,1,2,2
27002,3,6,1,48,2,1,2,3
27003,1,4,1,62,1,1,2,3
27004,1,4,1,38,1,1,2,3
27005,1,2,1,43,1,1,2,3
27010,2,2,1,52,1,1,1,4
27011,2,1,2,57,1,1,1,3
27012,3,1,2,57,4,1,1,1
27013,1,2,1,28,3,1,1,1
27014,1,3,1,38,2,1,1,2
27015,1,5,2,62,2,1,1,1
27016,1,2,2,38,1,1,1,3
27018,3,2,1,48,1,1,1,3
27043,1,4,1,62,1,1,1,3
27044,1,5,1,38,2,1,1,2
27045,1,6,2,33,2,1,1,1
27046,1,4,1,60,2,1,1,2
27047,1,5,2,33,1,1,1,1
27048,3,6,1,28,1,1,1,4
27049,1,4,1,38,2,1,1,1
27102,1,1,1,43,1,1,1,3
27103,1,3,1,43,1,1,1,3
27104,1,3,1,82,1,1,1,3
27105,1,4,1,38,1,1,1,3
27106,1,2,1,43,1,1,1,3
27107,1,3,1,62,1,1,1,3
27108,1,3,1,82,1,1,1,3
27109,1,4,1,38,1,1,1,3
27110,1,4,1,38,1,1,1,2
27111,1,4,1,38,1,1,1,3
27112,1,4,1,38,1,1,1,2
27113,1,4,1,38,1,1,1,3
27114,3,6,1,48,1,1,1,1
27115,3,4,2,52,2,1,1,1
27116,3,2,1,28,3,1,1,4
27117,3,2,2,28,3,1,1,1
27118,3,1,1,43,1,1,1,3
27119,3,2,2,43,2,1,1,3
27120,2,6,1,52,1,1,1,3
27121,1,2,1,43,1,1,1,3
27122,1,6,1,33,1,1,1,1
27123,2,4,1,43,1,1,1,2
27124,2,1,1,57,1,1,1,2
27125,1,2,1,43,1,1,1,3
27126,3,1,1,38,3,1,1,4
27127,3,4,1,28,3,1,1,1
27128,1,2,1,43,1,1,1,3
27129,2,2,1,38,2,1,1,3
27130,2,6,1,52,1,1,1,3
27131,1,2,1,43,3,1,1,2
27132,1,2,1,43,3,1,1,2
27150,1,1,1,43,1,1,1,3
27151,3,6,1,48,1,1,4,1
27153,1,1,1,62,2,1,1,1
27154,1,4,1,60,2,1,1,2
27155,1,1,1,38,3,1,1,2
27156,2,2,1,38,2,1,2,3
27157,2,4,1,57,2,1,2,5
27202,3,3,2,28,3,1,1,1
27203,3,1,1,38,3,1,1,4
27204,3,3,1,55,3,1,1,3
27205,3,2,1,28,3,1,1,4
27206,2,1,1,57,1,1,1,2
27207,2,5,1,38,1,1,1,5
27208,2,2,1,52,1,1,1,4
27209,1,5,2,33,1,1,1,1
27210,1,2,2,38,1,1,1,3
27211,1,2,1,43,1,1,1,3
27212,1,2,1,43,1,1,1,3
27213,2,3,1,57,2,1,1,4
27216,2,1,1,57,1,1,4,2
27217,2,6,1,52,1,1,4,3
27218,3,3,1,48,1,1,4,1
27219,3,1,2,28,1,1,4,2
27220,3,1,1,57,2,1,4,1
27221,3,3,1,28,2,1,4,1
27222,3,4,2,52,2,1,4,1
27223,3,2,2,28,3,1,4,1
27224,3,5,2,26,3,1,4,2
27225,3,1,1,48,4,1,4,4
27226,4,3,2,23,1,1,4,2
27227,4,5,2,38,1,1,4,2
27228,3,2,1,48,1,1,4,2
27229,1,3,1,43,1,1,4,3
27230,2,5,1,57,2,1,1,5
27231,2,2,1,38,2,1,1,3
27232,3,1,1,43,1,1,1,3
27233,1,5,1,28,1,1,1,1
27234,1,5,2,33,1,1,1,1
27235,3,1,1,43,1,1,1,3
27236,3,6,1,48,1,1,1,1
27237,3,1,2,23,1,1,1,1
27238,3,1,1,43,1,1,1,3
27239,1,2,2,38,1,1,1,3
27240,3,2,2,43,2,1,1,3
27241,3,2,1,43,2,1,1,3
27242,3,5,2,26,3,1,1,2
27243,3,2,2,52,4,1,1,4
27244,3,6,1,50,2,1,1,5
27245,3,1,1,43,1,1,1,3
27246,3,2,2,43,2,1,1,3
27247,3,1,1,43,1,1,1,3
27248,1,5,1,38,2,1,1,1
27249,2,1,1,57,1,1,1,2
27250,2,6,1,52,1,1,1,3
27267,1,6,2,33,2,1,1,1
27268,1,1,1,62,2,1,1,1
27269,1,5,1,38,2,1,1,2
27270,1,3,1,43,1,1,1,3
27271,1,4,1,62,1,1,1,3
27272,1,4,1,38,1,1,1,3
27273,1,2,1,43,1,1,1,3
27274,1,2,2,38,1,1,1,3
27275,1,4,1,38,1,1,1,3
27276,3,6,1,50,2,1,1,5
27309,4,2,2,28,2,1,2,1
27310,4,1,1,33,2,1,2,2
27311,4,1,1,33,2,1,2,2
27312,4,1,1,33,4,1,2,2
27313,4,1,1,33,4,1,2,2
27314,4,1,1,33,4,1,2,2
27315,4,6,2,38,4,1,2,1
27316,4,6,2,38,4,1,2,1
27317,4,2,2,28,3,1,2,1
27318,4,2,2,28,3,1,2,1
27319,4,2,2,28,3,1,2,1
27320,4,6,1,43,2,1,2,2
27321,4,6,1,43,2,1,2,2
27322,4,6,1,33,1,1,2,3
27323,4,6,1,33,1,1,2,3
27324,4,6,1,33,1,1,2,3
27545,3,6,1,48,2,1,1,3
27546,3,1,1,38,3,1,1,4
27547,3,6,1,48,2,1,1,3
27548,3,1,1,38,3,1,1,4
27549,3,4,2,28,1,1,1,5
28189,2,5,1,38,1,1,1,5
28190,2,3,1,57,2,1,1,4
28191,2,5,1,57,2,1,1,5
28192,3,6,1,48,1,1,1,1
28193,3,1,2,33,4,1,1,4
28298,2,1,2,57,1,1,1,3
28299,2,1,1,52,1,1,1,3
28300,3,3,1,55,3,1,1,1
28301,3,3,1,55,3,1,1,3
28302,1,5,2,33,1,1,1,1
28436,3,2,1,48,1,1,1,3
28437,3,3,1,48,2,1,1,3
28438,3,6,1,48,2,1,1,3
28439,3,2,1,28,3,1,1,4
28440,1,1,1,43,1,1,1,3
28441,1,1,1,72,1,1,1,3
28442,1,1,1,28,1,1,1,4
28443,1,2,2,38,1,1,1,3
28444,1,2,1,43,1,1,1,3
28445,1,2,1,43,1,1,1,3
28446,1,3,1,43,1,1,1,3
28447,1,3,1,82,1,1,1,3
28448,1,4,1,38,1,1,1,3
28449,1,4,1,38,1,1,1,2
28450,1,5,2,33,1,1,1,1
28451,1,1,1,62,2,1,1,1
28452,1,3,1,38,2,1,1,2
28453,1,5,2,62,2,1,1,1
28454,1,5,1,38,2,1,1,2
28455,2,2,1,57,2,1,1,3
28456,1,5,2,33,1,1,1,1
28457,1,4,1,62,1,1,1,3
28458,1,1,1,28,1,1,1,4
28459,1,3,1,62,1,1,4,3
28460,1,3,1,43,1,1,4,3
28461,1,3,1,43,1,1,4,3
28462,1,2,1,43,1,1,4,3
28463,1,1,1,43,1,1,4,3
28464,1,3,1,82,1,1,4,3
28465,1,3,1,43,1,1,4,3
28466,1,1,1,72,1,1,4,3
28467,1,5,1,60,1,1,4,3
28468,1,3,1,82,1,1,4,3
28469,1,3,1,62,1,1,4,3
28470,3,4,1,33,1,1,4,3
28471,3,2,1,48,1,1,4,2
28472,2,6,2,38,1,1,4,1
28473,2,1,2,57,1,1,4,3
28474,4,1,1,28,1,1,4,3
28475,4,1,1,38,1,1,4,3
28476,4,5,2,38,1,1,4,2
28477,4,6,1,28,1,1,4,2
28478,4,5,2,43,4,1,4,2
28479,4,6,1,33,4,1,4,1
28480,4,2,1,43,5,1,4,3
28481,4,3,1,28,5,1,4,3
28482,4,2,2,43,5,1,4,2
28483,4,3,2,28,1,1,4,2
28484,1,5,1,60,1,1,4,3
28485,1,4,1,38,1,1,4,2
28486,1,6,1,38,1,1,4,2
28487,1,2,1,43,1,1,4,3
28488,1,1,1,43,1,1,4,3
28489,1,1,1,72,1,1,4,3
28490,1,2,2,38,1,1,4,3
28491,1,2,1,43,1,1,4,3
28492,1,2,1,43,1,1,4,3
28493,1,3,1,43,1,1,4,3
28494,1,4,1,38,1,1,4,3
28495,1,4,1,62,1,1,4,3
28496,1,4,1,38,1,1,4,2
28497,1,5,1,28,1,1,4,1
28498,1,5,1,60,1,1,4,3
28499,1,5,2,33,1,1,4,1
28500,1,6,1,62,1,1,4,2
28501,1,6,1,38,1,1,4,2
28502,1,2,1,43,1,1,4,3
28503,1,2,1,43,1,1,4,3
28504,1,3,1,43,1,1,4,3
28505,1,3,1,43,1,1,4,3
28612,3,3,1,48,1,1,1,4
28618,2,1,1,57,1,1,1,2
28619,2,6,1,52,1,1,1,3
28620,2,1,1,57,1,1,1,2
28621,1,5,2,33,1,1,1,1
28622,1,2,2,38,1,1,1,3
28623,3,4,2,28,1,1,1,5
28624,3,2,1,48,1,1,1,3
28625,1,2,2,38,1,1,1,3
28626,2,1,1,57,1,1,1,2
28627,1,2,2,38,1,1,4,3
28628,1,1,1,28,1,1,4,4
28629,1,1,1,28,1,1,4,4
28630,1,1,1,28,1,1,4,4
28631,1,1,1,28,1,1,4,4
28632,1,1,1,72,1,1,4,3
28633,1,1,1,72,1,1,4,3
28634,1,3,1,82,1,1,4,3
28635,1,4,1,38,1,1,4,3
28636,1,4,1,62,1,1,4,3
28637,1,4,1,38,1,1,4,2
28638,2,5,1,57,2,1,4,5
28639,2,5,1,38,2,1,4,1
28640,3,4,1,43,1,1,4,1
28641,3,5,1,23,1,1,4,5
28642,3,4,2,28,2,1,4,2
28643,3,2,1,43,2,1,4,3
28644,3,4,1,48,3,1,4,2
28645,3,5,1,20,3,1,4,1
28646,3,5,1,33,1,1,4,1
28647,3,6,1,48,1,1,4,1
28648,3,1,2,28,1,1,4,2
28649,3,4,2,28,1,1,4,5
28650,3,5,2,20,3,1,4,5
28651,3,5,1,20,3,1,4,1
28652,3,3,1,28,2,1,4,1
28656,1,1,1,28,1,1,1,4
28657,1,1,1,43,1,1,1,3
28658,1,1,1,72,1,1,1,3
28659,1,1,1,28,1,1,1,4
28660,1,1,1,43,1,1,1,3
28661,1,1,1,72,1,1,1,3
28662,1,2,2,38,1,1,1,3
28663,1,2,1,43,1,1,1,3
28664,1,1,1,72,1,1,1,3
28665,1,2,1,43,1,1,1,3
28666,1,3,1,43,1,1,1,3
28667,1,5,1,60,1,1,1,3
28668,1,5,1,28,1,1,1,1
28669,2,4,1,38,1,1,1,2
28670,2,3,1,57,2,1,1,2
28671,2,1,1,43,2,1,1,4
28672,2,6,1,48,2,1,1,2
28673,2,4,1,57,2,1,1,5
28674,1,3,1,82,1,1,1,3
28675,1,4,1,60,2,1,1,2
28676,3,6,1,50,2,1,1,5
28677,3,1,1,48,2,1,1,3
28678,3,4,1,48,3,1,1,2
